Volcano_Filter,Volcano_Code_Filter,Timestamp,Alert_Level,Volcano_Report,Author_Observatory,Description,Detail_Link,Page,Volcano_Name,Volcano_Code,Issued_Time,Current_Color_Code,Previous_Color_Code,Notice_Number,Volcano_Location,Latitude,Longitude,Area,Summit_Elevation_FT,Summit_Elevation_M,Volcanic_Activity_Summary,Volcanic_Cloud_Height,Other_Volcanic_Cloud_Info,Remarks
Merapi,MER,2023-03-13 22:50:00 UTC,Orange,Merapi - 20230313/2250Z,"Sulistiyani, S.Si., Merapi Volcano Observatory - 2 years ago",Eruption with volcanic ash cloud at 2250 UTC (0550 local). Best estimate of ash-cloud top is around 14298 FT (4468 M) above sea level or 4800 FT (1500 M) above summit. May be higher than what can be observed clearly. Source of height data: ground observer. Ash cloud moving from east to southeast. Volcanic ash is observed to be gray to brown. The intensity of volcanic ash is observed from medium to thick..,https://magma.esdm.go.id/v1/vona/7031?signature=e7606c3837268ac5c7351d1d8c8bf6e04ed677da77d672248d2a38a75125b6b4,1,Merapi,263250,20230313/2250Z,ORANGE,orange,2023MER005,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444444444,110.44194444444445,"Special Region of Yogyakarta, Indonesia",9498,2968,Eruption with volcanic ash cloud at 2250 UTC (0550 local).,Best estimate of ash-cloud top is around 14298 FT (4468 M) above sea level or 4800 FT (1500 M) above summit. May be higher than what can be observed clearly. Source of height data: ground observer.,Ash cloud moving from east to southeast. Volcanic ash is observed to be gray to brown. The intensity of volcanic ash is observed from medium to thick.,Eruption recorded on seismogram with maximum amplitude 70 mm and maximum duration 160 second. Ash cloud generated by pyroclastic density currents.
Merapi,MER,2023-03-12 09:19:00 UTC,Orange,Merapi - 20230312/0919Z,"Sulistiyani, S.Si., Merapi Volcano Observatory - 2 years ago",Eruption with volcanic ash cloud at 0919 UTC (1619 local). Best estimate of ash-cloud top is around 17498 FT (5468 M) above sea level or 8000 FT (2500 M) above summit. May be higher than what can be observed clearly. Source of height data: ground observer. Ash cloud moving from north to northwest. Volcanic ash is observed to be white to gray. The intensity of volcanic ash is observed from medium to thick..,https://magma.esdm.go.id/v1/vona/7027?signature=8ca0f5392e6376f72c49268699e40727c7eb8406a41783864cd2bb5c634efa4c,1,Merapi,263250,20230312/0919Z,ORANGE,orange,2023MER004,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444444444,110.44194444444445,"Special Region of Yogyakarta, Indonesia",9498,2968,Eruption with volcanic ash cloud at 0919 UTC (1619 local).,Best estimate of ash-cloud top is around 17498 FT (5468 M) above sea level or 8000 FT (2500 M) above summit. May be higher than what can be observed clearly. Source of height data: ground observer.,Ash cloud moving from north to northwest. Volcanic ash is observed to be white to gray. The intensity of volcanic ash is observed from medium to thick.,Eruption recorded on seismogram with maximum amplitude 70 mm and maximum duration 145 second. Ash cloud generated by pyroclastic density currents.
Merapi,MER,2023-03-12 00:08:00 UTC,Orange,Merapi - 20230312/0008Z,"Sulistiyani, S.Si., Merapi Volcano Observatory - 2 years ago",Eruption with volcanic ash cloud at 0008 UTC (0708 local). Best estimate of ash-cloud top is around 15898 FT (4968 M) above sea level or 6400 FT (2000 M) above summit. May be higher than what can be observed clearly. Source of height data: ground observer. Ash cloud moving from north to northwest. Volcanic ash is observed to be white to gray. The intensity of volcanic ash is observed from medium to thick..,https://magma.esdm.go.id/v1/vona/7025?signature=d74a19b939c9fdc318b1236ec47a6621f0bb1d6b550b24f6431f025478258226,1,Merapi,263250,20230312/0008Z,ORANGE,orange,2023MER003,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444444444,110.44194444444445,"Special Region of Yogyakarta, Indonesia",9498,2968,Eruption with volcanic ash cloud at 0008 UTC (0708 local).,Best estimate of ash-cloud top is around 15898 FT (4968 M) above sea level or 6400 FT (2000 M) above summit. May be higher than what can be observed clearly. Source of height data: ground observer.,Ash cloud moving from north to northwest. Volcanic ash is observed to be white to gray. The intensity of volcanic ash is observed from medium to thick.,Eruption recorded on seismogram with maximum amplitude 70 mm and maximum duration 169 second. Ash fall generated by pyroclastic density currents towards south west as far as 2 km.
Merapi,MER,2023-03-11 06:06:00 UTC,Orange,Merapi - 20230311/0606Z,"Sulistiyani, S.Si., Merapi Volcano Observatory - 2 years ago",Eruption with volcanic ash cloud at 0606 UTC (1306 local). Best estimate of ash-cloud top is around 19098 FT (5968 M) above sea level or 9600 FT (3000 M) above summit. May be higher than what can be observed clearly. Source of height data: ground observer. Ash cloud moving from west to northwest. Volcanic ash is observed to be white to gray. The intensity of volcanic ash is observed from medium to thick..,https://magma.esdm.go.id/v1/vona/7022?signature=602f5d1efcaf5b5f87d41f6378e3ca7b6cb9393377fd87c0a3b1230af1ff1f18,1,Merapi,263250,20230311/0606Z,ORANGE,orange,2023MER002,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444444444,110.44194444444445,"Special Region of Yogyakarta, Indonesia",9498,2968,Eruption with volcanic ash cloud at 0606 UTC (1306 local).,Best estimate of ash-cloud top is around 19098 FT (5968 M) above sea level or 9600 FT (3000 M) above summit. May be higher than what can be observed clearly. Source of height data: ground observer.,Ash cloud moving from west to northwest. Volcanic ash is observed to be white to gray. The intensity of volcanic ash is observed from medium to thick.,Eruption recorded on seismogram with maximum amplitude 70 mm and maximum duration 202 second. Ash fall generated by pyroclastic density currents
Merapi,MER,2023-03-11 05:12:00 UTC,Orange,Merapi - 20230311/0512Z,"Sulistiyani, S.Si., Merapi Volcano Observatory - 2 years ago",Eruption with volcanic ash cloud at 0512 UTC (1212 local). Best estimate of ash-cloud top is around 19098 FT (5968 M) above sea level or 9600 FT (3000 M) above summit. May be higher than what can be observed clearly. Source of height data: ground observer. Ash cloud moving from west to northwest. Volcanic ash is observed to be white to gray. The intensity of volcanic ash is observed to be thick..,https://magma.esdm.go.id/v1/vona/7019?signature=860b43bc0bf535a3a6733b429a8305fbb90348569406268a352ca67c38a07fd1,1,Merapi,263250,20230311/0512Z,ORANGE,unassigned,2023MER001,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444444444,110.44194444444445,"Special Region of Yogyakarta, Indonesia",9498,2968,Eruption with volcanic ash cloud at 0512 UTC (1212 local).,Best estimate of ash-cloud top is around 19098 FT (5968 M) above sea level or 9600 FT (3000 M) above summit. May be higher than what can be observed clearly. Source of height data: ground observer.,Ash cloud moving from west to northwest. Volcanic ash is observed to be white to gray. The intensity of volcanic ash is observed to be thick.,Eruption and ash emission is continuing. Eruption recorded on seismogram with maximum amplitude 75 mm.
Merapi,MER,2022-03-09 17:00:00 UTC,Red,Merapi - 20220309/1700Z,"Sulistiyani, S.Si., Merapi Volcano Observatory - 3 years ago","Eruption with volcanic ash cloud at 1618 UTC (2318 local). Eruption and ash emission is continuing Best estimate of ash-cloud top is around 19098 FT (5968 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Ash cloud moving to the southeast..",https://magma.esdm.go.id/v1/vona/6233?signature=916aee74913e85b2b2f18c3b7eff89c5be2f6b48cf64cfef0bff324b7ebc223f,2,Merapi,263250,20220309/1700Z,RED,unassigned,2022MER01,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444444444,110.44194444444445,"Special Region of Yogyakarta, Indonesia",9498,2968,Eruption with volcanic ash cloud at 1618 UTC (2318 local). Eruption and ash emission is continuing,"Best estimate of ash-cloud top is around 19098 FT (5968 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",Ash cloud moving to the southeast.,"PDC moving to the southeast, wind direction to the west."
Merapi,MER,2021-12-01 14:41:00 UTC,Orange,Merapi - 20211201/1441Z,"Sulistiyani, S.Si., Merapi Volcano Observatory - 4 years ago","Eruption with volcanic ash cloud at 1404 UTC (2104 local). Eruption has stopped. Best estimate of ash-cloud top is around 12698 FT (3968 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Ash-cloud moving to east..",https://magma.esdm.go.id/v1/vona/6132?signature=21f3cde5b55e9a99df86a19a2dc6d6f67189586eb35dfaad0c9c5071ac68e054,2,Merapi,263250,20211201/1441Z,ORANGE,orange,2021MER07,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444444444,110.44194444444445,"Special Region of Yogyakarta, Indonesia",9498,2968,Eruption with volcanic ash cloud at 1404 UTC (2104 local). Eruption has stopped.,"Best estimate of ash-cloud top is around 12698 FT (3968 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",Ash-cloud moving to east.,The eruption was recorded on the seismograph with 41 mm amplitude and 702-second duration. PDC moving to Kali Bebeng approximately 3 km.
Merapi,MER,2021-08-15 23:09:00 UTC,Orange,Merapi - 20210815/2309Z,"Sulistiyani, S.Si., Merapi Volcano Observatory - 4 years ago","Eruption with volcanic ash cloud at 2253 UTC (0553 local). Eruption and ash emission has stopped. Best estimate of ash-cloud top is around 11418 FT (3568 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Ash-cloud generated by pyroclastic density current moving to the west..",https://magma.esdm.go.id/v1/vona/6053?signature=6be41be177cea5b90bc4ae9a17f4052e8a1297f08616eb0125db123928f40bd3,2,Merapi,263250,20210815/2309Z,ORANGE,orange,2021MER06,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444444444,110.44194444444445,"Special Region of Yogyakarta, Indonesia",9498,2968,Eruption with volcanic ash cloud at 2253 UTC (0553 local). Eruption and ash emission has stopped.,"Best estimate of ash-cloud top is around 11418 FT (3568 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",Ash-cloud generated by pyroclastic density current moving to the west.,PDC was recorded on a seismogram with a maximum amplitude of 66 mm and 289 seconds duration. Run out distance 3.500 km to southwest.
Merapi,MER,2021-08-07 23:45:00 UTC,Orange,Merapi - 20210807/2345Z,"Sulistiyani, S.Si., Merapi Volcano Observatory - 4 years ago","Eruption with volcanic ash cloud at 2158 UTC (0458 local). Eruption and ash emission has stopped.  Best estimate of ash-cloud top is around 12698 FT (3968 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Ash-cloud generated by pyroclastic density current moving to the west. .",https://magma.esdm.go.id/v1/vona/6042?signature=e5f0208098baafde3478e08078b7057027430e0d70498de4674cb93410595644,2,Merapi,263250,20210807/2345Z,ORANGE,orange,2021MER05,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444444444,110.44194444444445,"Special Region of Yogyakarta, Indonesia",9498,2968,Eruption with volcanic ash cloud at 2158 UTC (0458 local). Eruption and ash emission has stopped.,"Best estimate of ash-cloud top is around 12698 FT (3968 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",Ash-cloud generated by pyroclastic density current moving to the west.,The series of PDC was recorded on a seismogram with a maximum amplitude of 20 mm and 222 seconds duration.
Merapi,MER,2021-06-29 04:50:00 UTC,Orange,Merapi - 20210629/0450Z,"Sulistiyani, S.Si., Merapi Volcano Observatory - 4 years ago","Eruption with volcanic ash cloud at 0432 UTC (1132 local). The eruption has stopped. Best estimate of ash-cloud top is around 11098 FT (3468 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Ash cloud generated by PDC moving to the west. .",https://magma.esdm.go.id/v1/vona/6016?signature=b0e8fb1779fb97f5f12ea72b49b336dbb59c12902f1cdfee3f37b3bce10218ac,2,Merapi,263250,20210629/0450Z,ORANGE,orange,2021MER04,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444444444,110.44194444444445,"Special Region of Yogyakarta, Indonesia",9498,2968,Eruption with volcanic ash cloud at 0432 UTC (1132 local). The eruption has stopped.,"Best estimate of ash-cloud top is around 11098 FT (3468 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",Ash cloud generated by PDC moving to the west.,Pyroclastic density current was recorded in seismogram with max amplitude 60 mm and duration 152 s.
Merapi,MER,2021-06-24 22:56:00 UTC,Orange,Merapi - 20210624/2256Z,"Alzwar Nurmanaji, A.Md, Merapi Volcano Observatory - 4 years ago","Eruption with volcanic ash cloud at 2144 UTC (0444 local). Eruption has stopped.  Best estimate of ash-cloud top is around 12698 FT (3968 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Wind direction to southeast. .",https://magma.esdm.go.id/v1/vona/6015?signature=4a2471c1439fcff54e7a790ab53d50ad72a52891fccc1daad32ab2adf0e48ee4,2,Merapi,263250,20210624/2256Z,ORANGE,orange,2021MER03,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444444444,110.44194444444445,"Special Region of Yogyakarta, Indonesia",9498,2968,Eruption with volcanic ash cloud at 2144 UTC (0444 local). Eruption has stopped.,"Best estimate of ash-cloud top is around 12698 FT (3968 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",Wind direction to southeast.,"Pyroclastic density current was recorded in seismogram with max amplitude 75 mm and duration 61, 132, 245 s."
Merapi,MER,2021-01-09 02:29:00 UTC,Orange,Merapi - 20210109/0229Z,"Alzwar Nurmanaji, A.Md, Merapi Volcano Observatory - 5 years ago","Pyroclastic density current with ash cloud at 0145 UTC (0845 local). Eruption has stopped. Best estimate of ash-cloud top is around 33455 FT (10138 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Pyroclastic density current heading northwest..",https://magma.esdm.go.id/v1/vona/5918?signature=deeba9b102052525ce0f9b806fe97e6481eb5891ed1f83afe84f8c9b8f79915b,2,Merapi,263250,20210109/0229Z,ORANGE,orange,2021MER02,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444444444,110.44194444444445,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,Pyroclastic density current with ash cloud at 0145 UTC (0845 local). Eruption has stopped.,"Best estimate of ash-cloud top is around 33455 FT (10138 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",Pyroclastic density current heading northwest.,Pyroclastic density current was recorded in seismogram with max amplitude 45 mm and duration 120 s.
Merapi,MER,2020-06-21 09:16:00 UTC,Yellow,Merapi - 20200621/0916Z,"Alzwar Nurmanaji, A.Md, Merapi Volcano Observatory - 5 years ago","Ash-cloud is not visible after eruptions on 0213 and 0227 UTC.  Best estimate of ash-cloud top is around 0 FT (0 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Ash-cloud is not visible..",https://magma.esdm.go.id/v1/vona/5740?signature=da7a57327f1ff0c1c2e04f502e6f5a3d182e768622e835779dccd4962d3edb38,2,Merapi,263250,20200621/0916Z,YELLOW,red,2020MER14,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444444444,110.44194444444445,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,Ash-cloud is not visible after eruptions on 0213 and 0227 UTC.,Volcanic ash is not visible/observed.,Ash-cloud is not visible.,Ash-cloud has not been observed
Merapi,MER,2020-06-21 02:48:00 UTC,Red,Merapi - 20200621/0248Z,"Alzwar Nurmanaji, A.Md, Merapi Volcano Observatory - 5 years ago","Eruption with volcanic ash cloud at 0213 UTC (0913 local) and 0227 UTC (0927 local) Best estimate of ash-cloud top is around 94703 FT (28698 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Ash-cloud moving to west.",https://magma.esdm.go.id/v1/vona/5739?signature=d0971bdc3959d346e0f5d347d88c06dd5fa6a438a7f2407e6f509ad804f9e4ff,2,Merapi,263250,20200621/0248Z,RED,orange,2020MER13,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444444444,110.44194444444445,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,Eruption with volcanic ash cloud at 0213 UTC (0913 local) and 0227 UTC (0927 local),"Best estimate of ash-cloud top is around 94703 FT (28698 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",Ash-cloud moving to west,Eruption recorded on seismogram with maximum amplitudo 75 mm and duration 328 and 100 second.
Merapi,MER,2020-04-10 02:16:00 UTC,Orange,Merapi - 20200410/0216Z,"Alzwar Nurmanaji, A.Md, Merapi Volcano Observatory - 5 years ago","Eruption with volcanic ash cloud at 0910Z (0210 LT). Best estimate of ash-cloud top is around 63023 FT (19098 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Ash cloud moving to North-West.",https://magma.esdm.go.id/v1/vona/5643?signature=795b351d4f7607b9dbd37bed335df6bd081c97eccc6c0137cf5ac14684de04f2,2,Merapi,263250,20200410/0216Z,ORANGE,orange,2020MER12,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444444444,110.44194444444445,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,Eruption with volcanic ash cloud at 0910Z (0210 LT).,"Best estimate of ash-cloud top is around 63023 FT (19098 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",Ash cloud moving to North-West,Eruption recorded on the seismogram with amplitude max 75 mm and 103 second duration. Eruption has stopped.
Merapi,MER,2020-04-02 08:21:00 UTC,Orange,Merapi - 20200402/0821Z,"Alzwar Nurmanaji, A.Md, Merapi Volcano Observatory - 5 years ago","Eruption with volcanic ash cloud at 0810Z (1510 LT). Best estimate of ash-cloud top is around 63023 FT (19098 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Ash cloud moving to East. .",https://magma.esdm.go.id/v1/vona/5633?signature=74e3afe3662e4f10f7165f48e1e1ae674f72faf821dc1fc925733ba448e64ca6,2,Merapi,263250,20200402/0821Z,ORANGE,orange,2020MER11,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444444444,110.44194444444445,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,Eruption with volcanic ash cloud at 0810Z (1510 LT).,"Best estimate of ash-cloud top is around 63023 FT (19098 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",Ash cloud moving to East.,Eruption recorded on the seismogram with amplitude max 78 mm and 345 second duration. Eruption has stopped.
