id,timestamp,alert_level,latitude,longitude,elevation,tinggi_letusan_m,kec_angin_km_jam,arah_angin_deg,amplitudo,duration,jarak_km,luas_km2,sudut_deg,radius_km,volcano_filter_Bromo,volcano_filter_Merapi,volcano_filter_Raung,volcano_filter_Semeru,volcano_filter_Slamet
21,3,1,-7.54194,110.44194,2968,1250.0,3.1,270.0,50.0,174.5,69.89847605115686,675.5175314049734,258.6072616260659,38.636532570677744,0,1,0,0,0
22,3,1,-7.54194,110.44194,2968,1250.0,1.7999999999999998,270.0,40.0,174.5,58.8457398135142,552.5659247968733,229.11797410594,30.621051437154872,0,1,0,0,0
23,3,2,-7.54194,110.44194,2968,1250.0,4.7,225.0,75.0,174.5,63.15440049194429,522.2022466345037,286.2853028230859,33.25370275162348,0,1,0,0,0
24,3,2,-7.54194,110.44194,2968,1250.0,3.4,315.0,75.0,174.5,132.59375518657248,2180.079305898488,265.77018951921127,77.51040740829413,0,1,0,0,0
25,2,1,-7.54194,110.44194,2968,1250.0,3.6,315.0,75.0,105.0,189.74328728158784,7346.081782484242,287.75141068485664,119.08340233917366,0,1,0,0,0
26,11,1,-7.54194,110.44194,2968,1250.0,9.1,270.0,70.0,155.0,22.75501104647357,184.23205401953825,193.70209603297232,12.967026025169377,0,1,0,0,0
27,11,1,-7.54194,110.44194,2968,1250.0,2.1,270.0,65.0,160.0,109.5546145492042,3344.8915565482384,232.33293956141264,60.920059171254366,0,1,0,0,0
28,5,2,-7.54194,110.44194,2968,1250.0,1.7999999999999998,270.0,75.0,174.5,160.40442390002988,2825.385090810629,268.913467767292,95.5995252759692,0,1,0,0,0
29,5,1,-7.54194,110.44194,2968,1250.0,5.4,225.0,55.0,145.0,79.11673692476423,1013.1572987325331,248.67039341370105,40.25361459641392,0,1,0,0,0
30,5,0,-7.54194,110.44194,2968,1250.0,2.7,135.0,14.0,66.5,28.28006755141947,276.3963675792221,267.52689023913564,15.275393730150824,0,1,0,0,0
31,5,3,-7.54194,110.44194,2968,1250.0,2.6000000000000005,270.0,50.0,162.0,78.61342851174551,1043.673637987552,233.1153606256917,36.077143009755,0,1,0,0,0
32,5,2,-7.54194,110.44194,2968,1250.0,6.4,135.0,76.0,174.5,41.928901065001824,460.76668820691503,63.77942210575637,21.614938471063347,0,1,0,0,0
33,2,2,-7.54194,110.44194,2968,1250.0,4.0,45.0,75.0,174.5,58.81662275894351,583.2985664805867,236.61400947574856,31.269054743893825,0,1,0,0,0
34,10,1,-7.54194,110.44194,2968,1250.0,12.325,225.0,75.0,174.5,50.99244714964517,399.2160245385773,262.06289761080967,26.405087544365188,0,1,0,0,0
35,9,1,-7.54194,110.44194,2968,1250.0,7.6,225.0,52.0,152.0,67.23611819198715,522.0517243964525,264.97404624438303,33.804512609568114,0,1,0,0,0
36,6,0,-7.54194,110.44194,2968,1250.0,2.6000000000000005,45.0,52.0,152.0,129.1411339975616,4112.068519058134,238.8997410500604,61.70051083663899,0,1,0,0,0
37,6,1,-7.54194,110.44194,2968,1250.0,1.5,315.0,50.0,162.0,101.43264482651152,920.8885041066636,241.688510483465,50.89858718332109,0,1,0,0,0
38,6,1,-7.54194,110.44194,2968,1250.0,0.3999999999999999,270.0,76.0,174.5,89.06017148323518,1258.9925995195138,260.2045703917425,42.3986062043106,0,1,0,0,0
39,6,2,-7.54194,110.44194,2968,1250.0,4.7,315.0,75.0,174.5,160.4712163649263,2027.257323898208,272.80058267501016,94.77298607000128,0,1,0,0,0
40,5,0,-7.54194,110.44194,2968,1250.0,5.1,135.0,29.0,96.0,29.999288259249123,245.72816047244007,287.81381653060754,16.123892529790098,0,1,0,0,0
41,5,1,-7.54194,110.44194,2968,1250.0,7.9,135.0,52.0,163.0,98.4545075942272,675.2376182703465,234.7109239948216,49.668875949224,0,1,0,0,0
42,1,1,-7.54194,110.44194,2968,1250.0,6.3,225.0,28.0,154.0,30.17094496853403,385.675937056063,243.72974651414336,16.130328684022196,0,1,0,0,0
43,3,1,-8.10805,112.92,3676,400.0,0.9999999999999996,45.0,22.0,110.0,12.237024358840278,153.36213556152524,271.1678272182759,7.328772220849376,0,0,0,1,0
44,3,1,-8.10805,112.92,3676,500.0,5.0,45.0,22.0,146.0,22.656981086711905,766.8106778074355,298.7989029203077,12.188693936503634,0,0,0,1,0
45,2,1,-8.10805,112.92,3676,500.0,10.599999999999998,45.0,22.0,110.0,49.537884442127066,1165.552230267302,90.64829560911554,25.24973853524513,0,0,0,1,0
46,2,1,-8.10805,112.92,3676,600.0,12.325,45.0,21.0,96.0,44.35893134046793,828.1041218474554,93.06285471805694,23.311948737584416,0,0,0,1,0
47,2,1,-8.10805,112.92,3676,400.0,12.325,45.0,21.0,99.0,12.601602777969266,245.33357881781228,175.3993393213977,7.113216077285635,0,0,0,1,0
48,2,1,-8.10805,112.92,3676,900.0,5.5,22.5,21.0,84.0,56.11766544255818,1073.5349489304097,88.44586272554676,29.838559405791823,0,0,0,1,0
49,2,1,-8.10805,112.92,3676,900.0,5.5,22.5,22.0,118.0,56.11766544255818,1073.5349489304097,88.44586272554676,29.838559405791823,0,0,0,1,0
50,2,1,-8.10805,112.92,3676,700.0,4.9,45.0,22.0,135.0,12.601602777969266,184.0001841133592,155.49421485362862,7.236421726150728,0,0,0,1,0
51,2,1,-8.10805,112.92,3676,900.0,10.900000000000002,22.5,22.0,125.0,56.11766544255818,1073.5349489304097,88.44586272554676,29.838559405791823,0,0,0,1,0
52,2,1,-8.10805,112.92,3676,500.0,1.7000000000000002,0.0,22.0,115.0,12.601602777969266,184.0001841133592,155.49421485362862,7.236421726150728,0,0,0,1,0
53,2,1,-8.10805,112.92,3676,1000.0,1.7000000000000002,90.0,22.0,118.0,7.978772093601114,122.67445244496956,148.56736113210312,4.870151201880573,0,0,0,1,0
54,2,1,-8.10805,112.92,3676,700.0,4.2,0.0,22.0,112.0,12.431279497761324,184.0116786674544,132.26302531014312,7.1537222316021705,0,0,0,1,0
55,2,1,-8.10805,112.92,3676,700.0,4.2,0.0,22.0,117.0,12.431279497761324,184.0116786674544,132.26302531014312,7.1537222316021705,0,0,0,1,0
56,2,1,-8.10805,112.92,3676,800.0,2.7,0.0,22.0,115.0,17.492757114354365,184.0116786674544,119.71356410228567,9.1064190107971,0,0,0,1,0
57,2,1,-8.10805,112.92,3676,800.0,3.0,45.0,22.0,115.0,49.537884442127066,1134.9500380835864,82.36160643236627,25.98968812031832,0,0,0,1,0
58,2,1,-8.10805,112.92,3676,800.0,3.0,45.0,22.0,101.0,52.20991944600394,981.5784113155344,85.13879183740994,26.272127725940138,0,0,0,1,0
59,2,1,-8.10805,112.92,3676,500.0,4.5,45.0,15.0,92.0,44.03378757601534,736.0467146698174,95.59592599032726,21.907823929282745,0,0,0,1,0
60,2,1,-8.10805,112.92,3676,500.0,1.4,45.0,22.0,106.0,15.800788837819136,214.6668814655857,142.5776149134907,8.616325131581716,0,0,0,1,0
61,2,1,-8.10805,112.92,3676,600.0,2.7,45.0,22.0,101.0,12.431279497761324,184.0116786674544,132.26302531014312,7.1537222316021705,0,0,0,1,0
62,2,1,-8.10805,112.92,3676,700.0,2.7,0.0,22.0,119.0,12.431279497761324,153.34306555621197,122.168616097019,7.429151390085646,0,0,0,1,0
63,2,1,-8.10805,112.92,3676,500.0,4.2,202.5,22.0,98.0,12.601602777969266,184.0001841133592,143.89109617627446,7.418914513875479,0,0,0,1,0
64,2,1,-8.10805,112.92,3676,400.0,4.2,225.0,22.0,110.0,12.601602777969266,184.0001841133592,155.49421485362862,7.236421726150728,0,0,0,1,0
65,2,1,-8.10805,112.92,3676,1000.0,2.4,157.5,23.0,148.0,17.492757114354365,184.0116786674544,111.14853261780496,10.528939376232843,0,0,0,1,0
66,2,1,-8.10805,112.92,3676,800.0,3.1,112.5,21.0,119.0,16.51389428621559,613.410460627736,109.67934966549674,8.312399911320345,0,0,0,1,0
67,2,1,-8.10805,112.92,3676,800.0,5.1,112.5,21.0,107.0,22.656981086711905,214.70698978607427,90.91326309663717,12.214276797899313,0,0,0,1,0
68,2,1,-8.10805,112.92,3676,500.0,8.9,67.5,21.0,105.0,17.356332494463032,184.034562673778,93.8733906825845,10.473826083097212,0,0,0,1,0
69,2,1,-8.10805,112.92,3676,400.0,4.2,45.0,20.0,89.0,12.601602777969266,153.33348676113263,166.30808595066625,7.582020837824953,0,0,0,1,0
70,2,1,-8.10805,112.92,3676,700.0,4.2,45.0,22.0,123.0,12.601602777969266,153.33348676113263,149.87374414547003,6.416441517098311,0,0,0,1,0
71,2,1,-8.10805,112.92,3676,900.0,12.325,22.5,22.0,102.0,49.82776582224859,1104.3438391787367,81.88461479245365,26.81673148223929,0,0,0,1,0
72,2,1,-8.10805,112.92,3676,1250.0,10.0,22.5,20.0,174.5,82.74015350734562,2637.828731657484,85.59738826013034,47.56267385367534,0,0,0,1,0
73,2,1,-8.10805,112.92,3676,1250.0,5.5,22.5,25.0,174.5,12.431279497761324,153.34306555621197,122.168616097019,7.429151390085646,0,0,0,1,0
74,2,1,-8.10805,112.92,3676,1000.0,9.7,22.5,20.0,174.5,50.72899379404356,1165.624363437197,82.12078859349879,26.627751111419432,0,0,0,1,0
75,2,1,-8.10805,112.92,3676,1000.0,12.325,22.5,23.0,133.0,60.78475186555029,1196.2246573795994,87.10837725279083,32.60807552743399,0,0,0,1,0
76,2,1,-8.10805,112.92,3676,600.0,5.9,0.0,22.0,117.0,12.601602777969266,153.33348676113263,149.87374414547003,6.416441517098311,0,0,0,1,0
77,2,1,-8.10805,112.92,3676,700.0,4.1,0.0,22.0,89.0,12.431279497761324,184.0116786674544,132.26302531014312,7.1537222316021705,0,0,0,1,0
78,2,1,-8.10805,112.92,3676,900.0,4.1,0.0,22.0,101.0,12.431279497761324,153.34306555621197,122.168616097019,7.429151390085646,0,0,0,1,0
79,2,1,-8.10805,112.92,3676,1000.0,4.8,45.0,22.0,116.0,7.978772093601114,122.67445244496956,148.56736113210312,4.870151201880573,0,0,0,1,0
80,2,1,-8.10805,112.92,3676,400.0,8.1,0.0,22.0,75.0,12.601602777969266,184.0001841133592,155.49421485362862,7.236421726150728,0,0,0,1,0
81,2,1,-8.10805,112.92,3676,600.0,8.1,0.0,22.0,84.0,15.800788837819136,214.6668814655857,142.5776149134907,8.616325131581716,0,0,0,1,0
82,2,1,-8.10805,112.92,3676,1000.0,0.6000000000000001,0.0,22.0,118.0,60.78475186555029,1196.2246573795994,87.10837725279083,32.60807552743399,0,0,0,1,0
83,2,1,-8.10805,112.92,3676,900.0,2.3,0.0,22.0,110.0,24.57071414231177,245.39460282887484,80.64331882501978,12.653486103466328,0,0,0,1,0
84,2,1,-8.10805,112.92,3676,800.0,8.0,45.0,22.0,134.0,29.604884777395323,306.7432535360936,76.43062990780473,15.062159042038568,0,0,0,1,0
85,2,1,-8.10805,112.92,3676,500.0,2.3,45.0,22.0,113.0,12.601602777969266,184.0001841133592,155.49421485362862,7.236421726150728,0,0,0,1,0
86,2,1,-8.10805,112.92,3676,700.0,0.3999999999999999,45.0,22.0,125.0,12.601602777969266,184.0001841133592,155.49421485362862,7.236421726150728,0,0,0,1,0
87,2,1,-8.10805,112.92,3676,500.0,0.3999999999999999,45.0,22.0,110.0,12.601602777969266,184.0001841133592,155.49421485362862,7.236421726150728,0,0,0,1,0
88,2,1,-8.10805,112.92,3676,600.0,2.3,180.0,22.0,119.0,12.601602777969266,153.33348676113263,149.87374414547003,6.416441517098311,0,0,0,1,0
89,2,1,-8.10805,112.92,3676,400.0,6.1,180.0,22.0,103.0,12.601602777969266,184.0001841133592,155.49421485362862,7.236421726150728,0,0,0,1,0
90,2,1,-8.10805,112.92,3676,800.0,6.1,180.0,22.0,115.0,12.431279497761324,153.34306555621197,122.168616097019,7.429151390085646,0,0,0,1,0
91,2,1,-8.10805,112.92,3676,600.0,7.699999999999999,180.0,22.0,120.0,12.431279497761324,184.0116786674544,132.26302531014312,7.1537222316021705,0,0,0,1,0
92,2,1,-8.10805,112.92,3676,700.0,7.699999999999999,180.0,22.0,112.0,12.431279497761324,153.34306555621197,122.168616097019,7.429151390085646,0,0,0,1,0
93,2,1,-8.10805,112.92,3676,600.0,7.1,45.0,22.0,121.0,44.35893134046793,828.1041218474554,93.06285471805694,23.311948737584416,0,0,0,1,0
94,2,1,-8.10805,112.92,3676,500.0,5.3,90.0,21.0,97.0,28.11881987858083,398.66706557894486,110.11766458684272,16.643077646679213,0,0,0,1,0
95,2,1,-8.10805,112.92,3676,800.0,5.3,90.0,22.0,120.0,44.40782229602733,644.080983659132,95.20187225539814,25.546527223777204,0,0,0,1,0
96,2,1,-8.10805,112.92,3676,800.0,3.1,0.0,22.0,119.0,60.54610994484838,1472.185105506535,91.9718237604908,34.039701396714904,0,0,0,1,0
97,2,1,-8.10805,112.92,3676,1000.0,3.1,0.0,22.0,126.0,73.43629021304137,2392.3007964482044,90.9258942578008,40.3421649349152,0,0,0,1,0
98,2,1,-8.10805,112.92,3676,400.0,6.7,0.0,21.0,99.0,60.8169096303471,1288.001288793468,99.82832006014488,32.03313023159624,0,0,0,1,0
99,2,1,-8.10805,112.92,3676,800.0,6.7,0.0,22.0,117.0,82.7590470436518,2484.157662010634,93.13683886878836,43.228578216885765,0,0,0,1,0
100,2,1,-8.10805,112.92,3676,600.0,6.7,0.0,21.0,109.0,77.24796359679017,1686.983491176358,93.74408364390848,40.771255995729895,0,0,0,1,0
101,2,1,-8.10805,112.92,3676,300.0,6.0,0.0,19.0,66.5,34.912556403892246,551.965963584659,111.27887179844154,20.81090789948305,0,0,0,1,0
102,2,1,-8.10805,112.92,3676,700.0,6.0,0.0,22.0,124.0,82.7590470436518,1870.78539978572,96.20470861167786,43.85337477440039,0,0,0,1,0
103,2,1,-8.10805,112.92,3676,500.0,7.6,45.0,22.0,138.0,38.52970749044287,460.0004602833979,103.36350476921584,22.22303415206627,0,0,0,1,0
104,2,1,-8.10805,112.92,3676,500.0,7.1,45.0,22.0,112.0,38.90015821572525,644.1209693582458,87.99124508227476,19.559838681638613,0,0,0,1,0
105,2,1,-8.10805,112.92,3676,700.0,4.8,45.0,22.0,155.0,45.36822351835458,644.2005728542402,76.13862844875294,24.79177569139888,0,0,0,1,0
106,2,1,-8.10805,112.92,3676,500.0,2.3,0.0,22.0,115.0,28.03630333835644,276.0518440106669,89.35855304672572,15.061548460715906,0,0,0,1,0
107,2,1,-8.10805,112.92,3676,800.0,2.3,0.0,22.0,119.0,33.456371774323614,306.7242711229633,88.39250511092135,16.901030792076675,0,0,0,1,0
108,2,1,-8.10805,112.92,3676,1000.0,4.8,0.0,22.0,125.0,38.90015821572525,429.41397957214855,88.3756776359964,21.92767605162017,0,0,0,1,0
109,2,1,-8.10805,112.92,3676,300.0,1.3000000000000005,45.0,22.0,110.0,17.492757114354365,276.0002761700388,122.3262047418528,11.061644440754064,0,0,0,1,0
110,2,1,-8.10805,112.92,3676,500.0,7.6,45.0,22.0,116.0,22.01769522279153,184.0116786674544,105.9544365598642,12.126675330404543,0,0,0,1,0
111,1,1,-8.10805,112.92,3676,500.0,1.0999999999999996,45.0,22.0,134.0,7.671131386339246,214.69366121971063,0.0,5.385062554235759,0,0,0,1,0
112,1,1,-8.10805,112.92,3676,700.0,1.3000000000000005,0.0,22.0,115.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
113,1,1,-8.10805,112.92,3676,800.0,1.3000000000000005,0.0,22.0,127.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
114,1,1,-8.10805,112.92,3676,700.0,3.1,0.0,22.0,117.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
115,1,1,-8.10805,112.92,3676,900.0,3.1,90.0,23.0,122.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
116,1,1,-8.10805,112.92,3676,800.0,3.3,67.5,22.0,154.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
117,1,1,-8.10805,112.92,3676,700.0,12.325,135.0,22.0,115.0,12.213570232467887,122.69730141443742,36.32500204787863,6.361111987758738,0,0,0,1,0
118,1,1,-8.10805,112.92,3676,500.0,11.1,112.5,22.0,94.0,7.671131386339246,214.69366121971063,0.0,5.385062554235759,0,0,0,1,0
119,1,1,-8.10805,112.92,3676,500.0,9.7,135.0,22.0,126.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
120,1,1,-8.10805,112.92,3676,800.0,3.8,180.0,22.0,139.0,12.213570232467887,184.0459521216561,319.63053967521046,6.975922779385601,0,0,0,1,0
121,1,1,-8.10805,112.92,3676,800.0,9.8,45.0,22.0,156.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
122,1,1,-8.10805,112.92,3676,600.0,10.1,45.0,12.0,96.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
123,1,1,-8.10805,112.92,3676,500.0,9.7,22.5,22.0,110.0,7.671131386339246,122.68970844918528,69.05819614109845,4.684825971586667,0,0,0,1,0
124,1,1,-8.10805,112.92,3676,700.0,0.7999999999999994,22.5,22.0,136.0,7.671131386339246,153.3526151569362,258.70266916859066,4.903176065106292,0,0,0,1,0
125,1,1,-8.10805,112.92,3676,1000.0,0.8999999999999995,45.0,22.0,118.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
126,1,1,-8.10805,112.92,3676,300.0,4.3,0.0,22.0,88.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
127,1,1,-8.10805,112.92,3676,700.0,4.3,0.0,22.0,100.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
128,1,1,-8.10805,112.92,3676,400.0,4.3,0.0,22.0,92.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
129,1,1,-8.10805,112.92,3676,500.0,4.5,45.0,22.0,95.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
130,1,1,-8.10805,112.92,3676,600.0,5.3,0.0,22.0,88.0,12.213570232467887,153.37162676804678,24.28809486025051,7.269422101706802,0,0,0,1,0
131,1,1,-8.10805,112.92,3676,600.0,2.3,45.0,22.0,155.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
132,1,1,-8.10805,112.92,3676,500.0,10.8,0.0,22.0,125.0,17.358510364564754,184.0573065297829,11.30668852947963,10.416149729414414,0,0,0,1,0
133,1,1,-8.10805,112.92,3676,500.0,2.5,45.0,22.0,118.0,7.671131386339246,214.69366121971063,0.0,5.385062554235759,0,0,0,1,0
134,1,1,-8.10805,112.92,3676,800.0,1.9,45.0,22.0,99.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
135,1,1,-8.10805,112.92,3676,500.0,1.9,45.0,22.0,92.0,7.671131386339246,92.01728133688896,314.1430706643596,4.410292572855688,0,0,0,1,0
136,1,1,-8.10805,112.92,3676,500.0,1.9,0.0,22.0,96.0,7.671131386339246,92.01728133688896,314.1430706643596,4.410292572855688,0,0,0,1,0
137,1,1,-8.10805,112.92,3676,800.0,4.5,0.0,22.0,115.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
138,1,1,-8.10805,112.92,3676,700.0,4.5,0.0,22.0,110.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
139,1,1,-8.10805,112.92,3676,600.0,3.8,0.0,22.0,110.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
140,1,1,-8.10805,112.92,3676,400.0,9.4,45.0,22.0,110.0,7.671131386339246,153.36213556148164,49.28317048126843,4.849546010825253,0,0,0,1,0
141,1,1,-8.10805,112.92,3676,1250.0,6.9,112.5,27.0,174.5,5.508426167779602,306.705230313868,223.87026852672176,2.8626281373681906,0,0,0,1,0
142,1,1,-8.10805,112.92,3676,700.0,8.8,112.5,21.0,137.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
143,1,1,-8.10805,112.92,3676,400.0,6.0,45.0,22.0,155.0,7.671131386339246,92.01728133688896,314.1430706643596,4.410292572855688,0,0,0,1,0
144,1,1,-8.10805,112.92,3676,800.0,9.5,22.5,22.0,100.0,12.213570232467887,122.69730141443742,36.32500204787863,6.361111987758738,0,0,0,1,0
145,1,1,-8.10805,112.92,3676,800.0,8.5,67.5,23.0,126.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
146,1,1,-8.10805,112.92,3676,700.0,6.0,0.0,22.0,151.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
147,1,1,-8.10805,112.92,3676,800.0,12.325,45.0,22.0,93.0,17.358510364564754,184.0573065297829,11.30668852947963,10.416149729414414,0,0,0,1,0
148,1,1,-8.10805,112.92,3676,600.0,7.6,0.0,22.0,152.0,7.978772093601114,245.3641842510979,239.27362798552207,5.709276246656428,0,0,0,1,0
149,1,1,-8.10805,112.92,3676,900.0,8.4,0.0,22.0,124.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
150,1,1,-8.10805,112.92,3676,500.0,8.4,0.0,22.0,119.0,7.671131386339246,92.01728133688896,314.1430706643596,4.410292572855688,0,0,0,1,0
151,1,1,-8.10805,112.92,3676,1000.0,8.9,0.0,22.0,125.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
152,1,1,-8.10805,112.92,3676,500.0,8.9,0.0,22.0,110.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
153,1,1,-8.10805,112.92,3676,1000.0,8.9,0.0,22.0,121.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
154,1,1,-8.10805,112.92,3676,1000.0,8.9,0.0,22.0,122.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
155,1,1,-8.10805,112.92,3676,800.0,8.9,0.0,22.0,119.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
156,1,1,-8.10805,112.92,3676,700.0,6.1,315.0,13.0,129.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
157,1,1,-8.10805,112.92,3676,300.0,6.4,22.5,20.0,88.0,17.358510364564754,214.73352428474672,18.12861958905262,10.024004251832247,0,0,0,1,0
158,1,1,-8.10805,112.92,3676,700.0,12.0,315.0,14.0,120.0,12.213570232467887,122.69730141443742,36.32500204787863,6.361111987758738,0,0,0,1,0
159,1,1,-8.10805,112.92,3676,700.0,8.3,0.0,22.0,115.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
160,1,1,-8.10805,112.92,3676,600.0,8.3,0.0,22.0,110.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
161,1,1,-8.10805,112.92,3676,700.0,6.2,0.0,22.0,121.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
162,1,1,-8.10805,112.92,3676,900.0,6.2,0.0,22.0,125.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,0,0,0,1,0
163,1,1,-8.10805,112.92,3676,1000.0,7.2,0.0,22.0,125.0,12.213570232467887,184.0459521216561,319.63053967521046,6.975922779385601,0,0,0,1,0
164,1,1,-8.10805,112.92,3676,700.0,7.2,0.0,22.0,118.0,12.213570232467887,153.37162676804678,335.7119051397495,7.269422101706802,0,0,0,1,0
165,1,1,-8.10805,112.92,3676,1000.0,6.9,0.0,22.0,124.0,12.213570232467887,153.37162676804678,335.7119051397495,7.269422101706802,0,0,0,1,0
166,1,1,-8.10805,112.92,3676,900.0,6.9,0.0,22.0,120.0,12.213570232467887,153.37162676804678,335.7119051397495,7.269422101706802,0,0,0,1,0
