timestamp,volcano_filter,alert_level,lat,long,elevation,tinggi_letusan_m,kec_angin_km_jam,arah_angin_deg,amplitudo,duration,jarak_km,luas_km2,sudut_deg,radius_km
2026-02-04 00:46:00 UTC,Semeru,Orange,-8.10805,112.92,3676,400,6.7,0,21,99,,,,
2026-02-04 00:15:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,6.7,0,22,117,,,,
2026-02-04 00:03:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,6.7,0,21,109,,,,
2026-02-03 23:56:00 UTC,Semeru,Orange,-8.10805,112.92,3676,300,6,0,19,55,,,,
2026-02-03 23:10:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,6,0,22,124,,,,
2026-02-03 21:58:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,7.6,45,22,138,,,,
2026-02-03 00:30:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,7.1,45,22,112,,,,
2026-02-02 21:42:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,4.8,45,22,155,,,,
2026-02-02 13:54:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,2.3,0,22,115,,,,
2026-02-02 13:48:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,2.3,0,22,119,,,,
2026-02-02 12:19:00 UTC,Semeru,Orange,-8.10805,112.92,3676,1000,4.8,0,22,125,,,,
2026-02-01 22:23:00 UTC,Semeru,Orange,-8.10805,112.92,3676,300,1.3,45,22,110,,,,
2026-02-01 16:44:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,7.6,45,22,116,,,,
2026-01-30 23:26:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,1.1,45,22,134,,,,
2026-01-30 22:55:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,1.3,0,22,115,,,,
2026-01-30 22:22:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,1.3,0,22,127,,,,
2026-01-30 17:21:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,3.1,0,22,117,,,,
2026-01-29 22:16:00 UTC,Semeru,Orange,-8.10805,112.92,3676,900,3.1,90,23,122,,,,
2026-01-29 21:44:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,3.3,67.5,22,154,,,,
2026-01-29 00:20:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,14.2,135,22,115,,,,
2026-01-28 23:06:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,11.1,112.5,22,94,,,,
2026-01-28 21:47:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,9.7,135,22,126,,,,
2026-01-27 13:57:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,3.8,180,22,139,,,,
2026-01-24 21:33:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,9.8,45,22,156,,,,
2026-01-24 16:45:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,10.1,45,12,96,,,,
2026-01-19 01:36:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,9.7,22.5,22,110,,,,
2026-01-18 23:44:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,0.8,22.5,22,136,,,,
2026-01-18 22:19:00 UTC,Semeru,Orange,-8.10805,112.92,3676,1000,0.9,45,22,118,,,,
2026-01-18 17:50:00 UTC,Semeru,Orange,-8.10805,112.92,3676,300,4.3,0,22,88,,,,
2026-01-18 17:36:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,4.3,0,22,100,,,,
2026-01-18 17:22:00 UTC,Semeru,Orange,-8.10805,112.92,3676,400,4.3,0,22,92,,,,
2026-01-18 16:49:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,4.5,45,22,95,,,,
2026-01-18 11:31:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,5.3,0,22,88,,,,
2026-01-17 22:07:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,2.3,45,22,155,,,,
2026-01-16 07:38:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,10.8,0,22,125,,,,
2026-01-15 23:26:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,2.5,45,22,118,,,,
2026-01-15 22:38:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,1.9,45,22,99,,,,
2026-01-15 22:16:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,1.9,45,22,92,,,,
2026-01-15 22:08:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,1.9,0,22,96,,,,
2026-01-15 18:38:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,4.5,0,22,115,,,,
2026-01-15 18:09:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,4.5,0,22,110,,,,
2026-01-15 17:29:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,3.8,0,22,110,,,,
2026-01-12 01:09:00 UTC,Semeru,Orange,-8.10805,112.92,3676,400,9.4,45,22,110,,,,
2026-01-11 15:26:00 UTC,Semeru,Orange,-8.10805,112.92,3676,2000,6.9,112.5,27,696,,,,
2026-01-11 14:35:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,8.8,112.5,21,137,,,,
2026-01-10 15:42:00 UTC,Semeru,Orange,-8.10805,112.92,3676,400,6,45,22,155,,,,
2026-01-10 00:48:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,9.5,22.5,22,100,,,,
2026-01-09 22:01:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,8.5,67.5,23,126,,,,
2026-01-09 14:50:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,6,0,22,151,,,,
2026-01-09 10:17:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,13.5,45,22,93,,,,
2026-01-08 23:49:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,7.6,0,22,152,,,,
2026-01-08 22:41:00 UTC,Semeru,Orange,-8.10805,112.92,3676,900,8.4,0,22,124,,,,
2026-01-08 22:31:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,8.4,0,22,119,,,,
2026-01-08 17:59:00 UTC,Semeru,Orange,-8.10805,112.92,3676,1000,8.9,0,22,125,,,,
2026-01-08 17:45:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,8.9,0,22,110,,,,
2026-01-08 17:28:00 UTC,Semeru,Orange,-8.10805,112.92,3676,1000,8.9,0,22,121,,,,
2026-01-08 17:20:00 UTC,Semeru,Orange,-8.10805,112.92,3676,1000,8.9,0,22,122,,,,
2026-01-08 17:11:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,8.9,0,22,119,,,,
2026-01-08 14:58:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,6.1,315,13,129,,,,
2026-01-08 09:07:00 UTC,Semeru,Orange,-8.10805,112.92,3676,300,6.4,22.5,20,88,,,,
2026-01-08 00:14:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,12,315,14,120,,,,
2026-01-07 22:25:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,8.3,0,22,115,,,,
2026-01-07 22:19:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,8.3,0,22,110,,,,
2026-01-07 17:33:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,6.2,0,22,121,,,,
2026-01-07 16:57:00 UTC,Semeru,Orange,-8.10805,112.92,3676,900,6.2,0,22,125,,,,
2026-01-07 13:54:00 UTC,Semeru,Orange,-8.10805,112.92,3676,1000,7.2,0,22,125,,,,
2026-01-07 13:27:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,7.2,0,22,118,,,,
2026-01-07 12:54:00 UTC,Semeru,Orange,-8.10805,112.92,3676,1000,6.9,0,22,124,,,,
2026-01-07 12:35:00 UTC,Semeru,Orange,-8.10805,112.92,3676,900,6.9,0,22,120,,,,
2026-01-07 12:23:00 UTC,Semeru,Orange,-8.10805,112.92,3676,400,6.9,0,22,110,,,,
2026-01-07 11:29:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,9.7,0,22,116,,,,
2026-01-07 11:12:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,9.7,0,22,120,,,,
2026-01-07 11:08:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,9.7,0,22,114,,,,
2026-01-06 22:53:00 UTC,Semeru,Orange,-8.10805,112.92,3676,900,5.8,0,22,119,,,,
2026-01-06 22:32:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,5.8,0,22,107,,,,
2026-01-06 17:36:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,4.8,0,22,115,,,,
2026-01-06 17:26:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,4.8,0,22,110,,,,
2026-01-06 13:29:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,4.5,0,22,128,,,,
2026-01-06 13:00:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,4.5,0,22,118,,,,
2026-01-06 11:54:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,6.2,0,22,122,,,,
2026-01-06 11:28:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,6.2,0,22,121,,,,
2026-01-06 11:23:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,6.2,0,22,116,,,,
2026-01-06 09:10:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,11.7,45,13,121,,,,
2026-01-06 01:21:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,8,45,22,110,,,,
2026-01-06 01:07:00 UTC,Semeru,Orange,-8.10805,112.92,3676,400,8,45,22,101,,,,
2026-01-03 23:22:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,1,202.5,23,125,,,,
2026-01-03 22:55:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,2.3,180,22,109,,,,
2026-01-03 22:22:00 UTC,Semeru,Orange,-8.10805,112.92,3676,1000,2.3,180,22,122,,,,
2026-01-03 16:48:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,1.3,180,22,110,,,,
2026-01-03 16:29:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,1.3,0,22,99,,,,
2026-01-02 22:28:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,2.9,0,22,95,,,,
2026-01-02 22:11:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,2.9,45,22,116,,,,
2026-01-02 17:51:00 UTC,Semeru,Orange,-8.10805,112.92,3676,1000,1.6,0,22,118,,,,
2026-01-02 13:14:00 UTC,Semeru,Orange,-8.10805,112.92,3676,1000,2.2,0,22,119,,,,
2026-01-02 12:40:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,1.8,0,22,101,,,,
2026-01-02 11:54:00 UTC,Semeru,Orange,-8.10805,112.92,3676,900,2.7,0,22,110,,,,
2026-01-02 11:51:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,2.7,0,22,87,,,,
2026-01-02 11:33:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,2.7,0,22,89,,,,
2026-01-02 11:18:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,2.7,0,22,97,,,,
2026-01-02 10:50:00 UTC,Semeru,Orange,-8.10805,112.92,3676,900,6.8,45,22,138,,,,
2026-01-01 23:10:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,1.9,45,23,123,,,,
2025-12-31 21:00:00 UTC,Semeru,Orange,-8.10805,112.92,3676,900,0.7,67.5,22,129,,,,
2025-12-31 18:26:00 UTC,Semeru,Orange,-8.10805,112.92,3676,1000,5.5,112.5,23,122,,,,
2025-12-31 00:09:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,1.5,0,22,133,,,,
2025-12-30 23:29:00 UTC,Semeru,Orange,-8.10805,112.92,3676,900,0.6,112.5,22,125,,,,
2025-12-30 22:34:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,1.1,225,22,130,,,,
2025-12-30 00:37:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,5.1,45,22,120,,,,
2025-12-29 23:50:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,3.3,45,21,97,,,,
2025-12-29 19:08:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,1.3,0,22,165,,,,
2025-12-29 11:30:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,6.6,45,21,105,,,,
2025-12-28 16:34:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,3.6,0,22,122,,,,
2025-12-28 00:14:00 UTC,Semeru,Orange,-8.10805,112.92,3676,900,7,315,22,90,,,,
2025-12-28 00:05:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,7,315,22,128,,,,
2025-12-27 21:59:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,5.4,45,22,129,,,,
2025-12-26 08:27:00 UTC,Semeru,Orange,-8.10805,112.92,3676,900,9.7,45,22,108,,,,
2025-12-26 00:31:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,11,67.5,17,98,,,,
2025-12-25 17:08:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,6.9,112.5,22,140,,,,
2025-12-25 00:00:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,4.5,45,15,103,,,,
2025-12-24 21:41:00 UTC,Semeru,Orange,-8.10805,112.92,3676,300,3.1,45,22,176,,,,
2025-12-24 14:57:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,4.4,157.5,22,140,,,,
2025-12-24 02:02:00 UTC,Semeru,Orange,-8.10805,112.92,3676,1000,8.5,0,22,103,,,,
2025-12-24 00:37:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,6.3,0,22,88,,,,
2025-12-23 21:23:00 UTC,Semeru,Orange,-8.10805,112.92,3676,900,4.6,22.5,22,148,,,,
2025-12-23 18:39:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,3.2,45,22,118,,,,
2025-12-23 15:37:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,2.9,45,22,170,,,,
2025-12-23 14:27:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,3.1,0,22,136,,,,
2025-12-23 10:51:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,6.4,22.5,15,85,,,,
2025-12-23 00:36:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,7.1,337.5,22,96,,,,
2025-12-22 22:28:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,4.9,0,22,103,,,,
2025-12-22 22:16:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,4.9,0,22,105,,,,
2025-12-22 18:25:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,5,0,22,105,,,,
2025-12-22 17:58:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,5,0,22,103,,,,
2025-12-22 17:44:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,5,0,22,110,,,,
2025-12-22 17:34:00 UTC,Semeru,Orange,-8.10805,112.92,3676,400,5,0,222,99,,,,
2025-12-22 14:56:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,7,22.5,20,116,,,,
2025-12-22 13:37:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,2.7,22.5,21,117,,,,
2025-12-22 10:19:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,3.5,0,22,98,,,,
2025-12-21 23:39:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,1.8,22.5,16,103,,,,
2025-12-21 22:29:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,2.5,0,22,124,,,,
2025-12-21 22:19:00 UTC,Semeru,Orange,-8.10805,112.92,3676,900,2.5,45,22,126,,,,
2025-12-21 18:08:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,5.4,0,22,125,,,,
2025-12-21 17:59:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,2.8,0,22,132,,,,
2025-12-21 17:38:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,2.8,0,22,134,,,,
2025-12-21 17:25:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,2.8,225,22,120,,,,
2025-12-21 00:02:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,1.1,45,22,112,,,,
2025-12-20 22:46:00 UTC,Semeru,Orange,-8.10805,112.92,3676,1200,1.5,45,22,132,,,,
2025-12-20 22:30:00 UTC,Semeru,Orange,-8.10805,112.92,3676,1000,1.5,0,22,115,,,,
2025-12-20 22:13:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,1.5,45,22,99,,,,
2025-12-20 17:50:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,2.7,225,22,104,,,,
2025-12-20 17:35:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,2.7,225,22,101,,,,
2025-12-20 17:26:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,2.7,225,22,115,,,,
2025-12-20 12:46:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,3.1,180,22,75,,,,
2025-12-20 12:28:00 UTC,Semeru,Orange,-8.10805,112.92,3676,900,3.1,225,22,124,,,,
2025-12-20 12:16:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,3.1,180,22,125,,,,
2025-12-20 00:30:00 UTC,Semeru,Orange,-8.10805,112.92,3676,1000,0.9,90,18,130,,,,
2025-12-19 23:40:00 UTC,Semeru,Orange,-8.10805,112.92,3676,1000,3.1,90,18,140,,,,
2025-12-19 22:53:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,6.3,45,22,129,,,,
2025-12-19 22:35:00 UTC,Semeru,Orange,-8.10805,112.92,3676,1100,6.3,45,22,122,,,,
2025-12-19 22:23:00 UTC,Semeru,Orange,-8.10805,112.92,3676,1000,6.3,45,22,118,,,,
2025-12-19 22:19:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,6.3,0,22,99,,,,
2025-12-19 18:17:00 UTC,Semeru,Orange,-8.10805,112.92,3676,400,3.9,225,21,67,,,,
2025-12-19 18:07:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,3.9,225,22,86,,,,
2025-12-19 17:58:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,2.1,225,22,79,,,,
2025-12-19 17:51:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,2.1,225,22,88,,,,
2025-12-19 17:31:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,2.1,225,22,89,,,,
2025-12-19 17:22:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,2.1,225,22,99,,,,
2025-12-19 15:26:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,2.3,90,22,140,,,,
2025-12-19 00:34:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,3.2,67.5,20,96,,,,
2025-12-18 22:44:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,6.4,0,22,118,,,,
2025-12-18 22:24:00 UTC,Semeru,Orange,-8.10805,112.92,3676,1000,6.4,180,22,123,,,,
2025-12-18 18:27:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,8.5,180,22,119,,,,
2025-12-18 18:13:00 UTC,Semeru,Orange,-8.10805,112.92,3676,1000,8.5,180,22,125,,,,
2025-12-18 18:01:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,8.5,180,22,103,,,,
2025-12-18 17:55:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,4.6,180,22,118,,,,
2025-12-18 17:46:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,4.6,180,22,110,,,,
2025-12-18 17:35:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,4.6,180,22,97,,,,
2025-12-18 17:29:00 UTC,Semeru,Orange,-8.10805,112.92,3676,300,4.6,180,20,78,,,,
2025-12-18 16:41:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,5,180,22,116,,,,
2025-12-17 23:51:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,7.4,135,22,114,,,,
2025-12-17 21:53:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,7.4,157.5,22,135,,,,
2025-12-17 00:31:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,10.6,22.5,23,132,,,,
2025-12-16 22:48:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,8.2,45,22,115,,,,
2025-12-15 21:44:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,9.7,0,22,110,,,,
2025-12-14 22:48:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,12,0,22,122,,,,
2025-12-14 22:42:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,12,0,22,118,,,,
2025-12-12 23:52:00 UTC,Semeru,Orange,-8.10805,112.92,3676,400,6.1,0,22,75,,,,
2025-12-12 23:51:00 UTC,Semeru,Orange,-8.10805,112.92,3676,400,6.1,0,21,67,,,,
2025-12-12 23:34:00 UTC,Semeru,Orange,-8.10805,112.92,3676,400,6.1,0,22,62,,,,
2025-12-12 23:28:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,6.1,0,22,72,,,,
2025-12-12 11:33:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,7.7,180,22,129,,,,
2025-12-11 22:48:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,5.4,157.5,22,155,,,,
2025-12-11 22:05:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,5.4,157.5,22,115,,,,
2025-12-11 21:24:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,4.2,180,22,127,,,,
2025-12-11 21:13:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,4.2,225,22,118,,,,
2025-12-11 14:20:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,1.7,225,22,152,,,,
