id,timestamp,volcano_filter,alert_level,latitude,longitude,elevation,tinggi_letusan_m,kec_angin_km_jam,arah_angin_deg,amplitudo,duration,jarak_km,luas_km2,sudut_deg,radius_km
624,2025-09-07 22:59:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,10.7,180,22,121,,,,
625,2025-09-07 22:43:00 UTC,Semeru,Orange,-8.10805,112.92,3676,700,10.7,180,22,129,,,,
626,2025-09-07 21:52:00 UTC,Semeru,Orange,-8.10805,112.92,3676,400,10.4,180,22,99,,,,
922,2025-05-07 23:45:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,5.1,315,22,112,,,,
923,2025-05-07 23:41:00 UTC,Semeru,Orange,-8.10805,112.92,3676,800,5.1,270,22,141,,,,
924,2025-05-07 22:11:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,5.3,315,22,97,,,,
925,2025-05-07 21:36:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,4.9,270,22,121,,,,
1186,2025-03-07 22:51:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,0.5,225,22,122,,,,
1187,2025-03-07 21:56:00 UTC,Semeru,Orange,-8.10805,112.92,3676,500,0.7,180,22,100,,,,
1319,2025-02-07 22:41:00 UTC,Semeru,Orange,-8.10805,112.92,3676,400,2.2,0,23,133,,,,
1459,2025-01-07 23:52:00 UTC,Semeru,Orange,-8.10805,112.92,3676,600,8.4,45,22,115,,,,
1613,2020-12-28 02:17:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,8325,7.1,240,9,124,,,,
1614,2016-10-19 01:12:00 UTC,Bromo,Yellow,-7.941944444,112.95,2329,9285,4.3,114,8,124,,,,
1615,2016-07-12 02:09:00 UTC,Bromo,Yellow,-7.941944444,112.95,2329,9285,5.9,11,9,124,,,,
1616,2016-05-24 05:31:00 UTC,Bromo,Yellow,-7.941944444,112.95,2329,9605,3.7,101,9,124,,,,
1617,2016-04-03 04:52:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,8645,6.1,45,9,124,,,,
1618,2016-04-03 04:21:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,8645,6.1,45,9,124,,,,
1619,2016-04-03 04:07:00 UTC,Bromo,Yellow,-7.941944444,112.95,2329,8645,6.1,45,9,124,,,,
1620,2016-04-02 04:45:00 UTC,Bromo,Yellow,-7.941944444,112.95,2329,9605,4.6,51,9,124,,,,
1621,2016-04-02 04:19:00 UTC,Bromo,Yellow,-7.941944444,112.95,2329,9285,4.6,51,8,124,,,,
1623,2019-04-06 00:21:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,9605,3.2,135,9,124,,,,
1624,2019-03-27 10:43:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,11525,1.9,202,9,124,,,,
1625,2019-03-27 00:56:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,9925,2.3,270,9,124,,,,
1626,2019-03-26 09:50:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,10565,2.2,171,9,124,,,,
1627,2019-03-25 02:02:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,9285,8.7,45,9,124,,,,
1628,2019-03-20 23:25:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,8645,2.1,121,9,124,,,,
1629,2019-03-19 23:31:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,9925,2.6,112.5,9,124,,,,
1630,2019-03-19 07:04:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,11525,5.8,266,9,124,,,,
1631,2019-03-18 00:50:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,9925,2.5,180,9,124,,,,
1632,2019-03-17 23:37:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,10565,1.6,0,9,124,,,,
1633,2019-03-17 05:09:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,10565,1.8,90,9,124,,,,
1634,2019-03-17 00:22:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,9925,5,0,9,124,,,,
1635,2019-03-16 00:43:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,8965,7.8,0,9,124,,,,
1636,2019-03-15 00:54:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,8965,9.6,0,9,124,,,,
1637,2019-03-13 23:42:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,8965,6.8,90,9,124,,,,
1638,2019-03-13 00:35:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,8965,2.1,45,9,124,,,,
1639,2019-03-12 00:13:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,8645,1.6,180,9,124,,,,
1640,2019-03-11 00:53:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,8645,3.2,117,9,124,,,,
1641,2019-02-19 02:00:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,8645,2.6,236,9,124,,,,
1642,2020-01-28 01:10:00 UTC,Slamet,Yellow,-7.241944444,109.2080556,3432,10219,2.6,146,9,124,,,,
1689,2021-02-13 11:06:00 UTC,Raung,Orange,-8.125,114.0419444,3332,12821,3,67.5,9,124,,,,
1690,2021-02-10 10:47:00 UTC,Raung,Orange,-8.125,114.0419444,3332,16021,6.5,112.5,9,124,,,,
1691,2021-02-09 23:43:00 UTC,Raung,Orange,-8.125,114.0419444,3332,16021,6.8,90,9,124,,,,
1692,2021-02-09 16:40:00 UTC,Raung,Orange,-8.125,114.0419444,3332,16021,9,90,9,124,,,,
1693,2021-02-09 01:14:00 UTC,Raung,Yellow,-8.125,114.0419444,3332,17621,0.8,90,9,124,,,,
1694,2021-02-08 23:47:00 UTC,Raung,Orange,-8.125,114.0419444,3332,16021,5.4,90,9,124,,,,
1695,2021-02-07 22:48:00 UTC,Raung,Orange,-8.125,114.0419444,3332,16021,5.8,112.5,9,124,,,,
1696,2021-02-07 13:37:00 UTC,Raung,Orange,-8.125,114.0419444,3332,13461,4.7,90,9,124,,,,
1697,2021-02-06 22:49:00 UTC,Raung,Orange,-8.125,114.0419444,3332,12821,5.4,112.5,9,124,,,,
1698,2021-02-06 12:41:00 UTC,Raung,Orange,-8.125,114.0419444,3332,11541,2.6,90,9,124,,,,
1699,2021-02-03 23:12:00 UTC,Raung,Orange,-8.125,114.0419444,3332,11221,3.1,90,9,124,,,,
1700,2021-02-02 16:55:00 UTC,Raung,Orange,-8.125,114.0419444,3332,12821,7.3,90,9,124,,,,
1701,2021-02-01 23:08:00 UTC,Raung,Orange,-8.125,114.0419444,3332,11221,3.6,90,9,124,,,,
1702,2021-02-01 06:53:00 UTC,Raung,Orange,-8.125,114.0419444,3332,11221,10.5,90,9,124,,,,
1703,2021-01-27 20:08:00 UTC,Raung,Orange,-8.125,114.0419444,3332,11861,11.3,292,9,124,,,,
1704,2020-07-16 08:49:00 UTC,Raung,Orange,-8.125,114.0419444,3332,10261,2.6,0,9,124,,,,
1705,2020-07-16 07:45:00 UTC,Raung,Orange,-8.125,114.0419444,3332,9941,3.7,0,10,56,,,,
1706,2021-01-24 11:19:00 UTC,Raung,Orange,-8.125,114.0419444,3332,11221,6.5,264,9,124,,,,
1707,2021-01-23 09:14:00 UTC,Raung,Orange,-8.125,114.0419444,3332,11541,6.6,229,9,124,,,,
1708,2021-01-23 00:08:00 UTC,Raung,Orange,-8.125,114.0419444,3332,11221,6.1,267,9,124,,,,
1709,2021-01-22 13:34:00 UTC,Raung,Orange,-8.125,114.0419444,3332,11221,7.2,90,9,124,,,,
1710,2021-01-22 00:13:00 UTC,Raung,Orange,-8.125,114.0419444,3332,11221,6.1,90,9,124,,,,
