timestamp,tinggi_letusan_m,kec_angin_km_jam,arah_angin_deg,amplitudo,max_time,jarak_km,luas_km2,sudut_deg,radius_km
2025-12-28 16:34:00 UTC,500,3.6,0.0,22.0,122.0,,,,
2025-12-28 00:14:00 UTC,900,7.0,315.0,22.0,90.0,,,,
2025-12-28 00:05:00 UTC,800,7.0,315.0,22.0,128.0,,,,
2025-12-27 21:59:00 UTC,500,5.4,45.0,22.0,129.0,,,,
2025-12-26 08:27:00 UTC,900,9.7,45.0,22.0,108.0,,,,
2025-12-26 00:31:00 UTC,800,11.0,67.5,17.0,98.0,,,,
2025-12-25 17:08:00 UTC,800,6.9,112.5,22.0,140.0,,,,
2025-12-25 00:00:00 UTC,800,4.5,45.0,15.0,103.0,,,,
2025-12-24 21:41:00 UTC,300,3.1,45.0,22.0,176.0,,,,
2025-12-24 14:57:00 UTC,800,4.4,157.5,22.0,140.0,,,,
2025-12-24 02:02:00 UTC,1000,8.5,0.0,22.0,103.0,,,,
2025-12-24 00:37:00 UTC,500,6.3,0.0,22.0,88.0,,,,
2025-12-23 21:23:00 UTC,900,4.6,22.5,22.0,148.0,,,,
2025-12-23 18:39:00 UTC,700,3.2,45.0,22.0,118.0,,,,
2025-12-23 15:37:00 UTC,800,2.9,45.0,22.0,170.0,,,,
2025-12-23 14:27:00 UTC,600,3.1,0.0,22.0,136.0,,,,
2025-12-23 10:51:00 UTC,700,6.4,22.5,15.0,85.0,,,,
2025-12-23 00:36:00 UTC,800,7.1,337.5,22.0,96.0,,,,
2025-12-22 22:28:00 UTC,600,4.9,0.0,22.0,103.0,,,,
2025-12-22 22:16:00 UTC,600,4.9,0.0,22.0,105.0,,,,
2025-12-22 18:25:00 UTC,700,5.0,0.0,22.0,105.0,,,,
2025-12-22 17:58:00 UTC,600,5.0,0.0,22.0,103.0,,,,
2025-12-22 17:44:00 UTC,600,5.0,0.0,22.0,110.0,,,,
2025-12-22 17:34:00 UTC,400,5.0,0.0,222.0,99.0,,,,
2025-12-22 14:56:00 UTC,700,7.0,22.5,20.0,116.0,,,,
2025-12-22 13:37:00 UTC,700,2.7,22.5,21.0,117.0,,,,
2025-12-22 10:19:00 UTC,500,3.5,0.0,22.0,98.0,,,,
2025-12-21 23:39:00 UTC,800,1.8,22.5,16.0,103.0,,,,
2025-12-21 22:29:00 UTC,700,2.5,0.0,22.0,124.0,,,,
2025-12-21 22:19:00 UTC,900,2.5,45.0,22.0,126.0,,,,
2025-12-21 18:08:00 UTC,700,5.4,0.0,22.0,125.0,,,,
2025-12-21 17:59:00 UTC,700,2.8,0.0,22.0,132.0,,,,
2025-12-21 17:38:00 UTC,700,2.8,0.0,22.0,134.0,,,,
2025-12-21 17:25:00 UTC,500,2.8,225.0,22.0,120.0,,,,
2025-12-21 00:02:00 UTC,800,1.1,45.0,22.0,112.0,,,,
2025-12-20 22:46:00 UTC,1200,1.5,45.0,22.0,132.0,,,,
2025-12-20 22:30:00 UTC,1000,1.5,0.0,22.0,115.0,,,,
2025-12-20 22:13:00 UTC,700,1.5,45.0,22.0,99.0,,,,
2025-12-20 17:50:00 UTC,700,2.7,225.0,22.0,104.0,,,,
2025-12-20 17:35:00 UTC,700,2.7,225.0,22.0,101.0,,,,
2025-12-20 17:26:00 UTC,500,2.7,225.0,22.0,115.0,,,,
2025-12-20 12:46:00 UTC,500,3.1,180.0,22.0,75.0,,,,
2025-12-20 12:28:00 UTC,900,3.1,225.0,22.0,124.0,,,,
2025-12-20 12:16:00 UTC,500,3.1,180.0,22.0,125.0,,,,
2025-12-20 00:30:00 UTC,1000,0.9,90.0,18.0,130.0,,,,
2025-12-19 23:40:00 UTC,1000,3.1,90.0,18.0,140.0,,,,
2025-12-19 22:53:00 UTC,800,6.3,45.0,22.0,129.0,,,,
2025-12-19 22:35:00 UTC,1100,6.3,45.0,22.0,122.0,,,,
2025-12-19 22:23:00 UTC,1000,6.3,45.0,22.0,118.0,,,,
2025-12-19 22:19:00 UTC,700,6.3,0.0,22.0,99.0,,,,
2025-12-19 18:17:00 UTC,400,3.9,225.0,21.0,67.0,,,,
2025-12-19 18:07:00 UTC,700,3.9,225.0,22.0,86.0,,,,
2025-12-19 17:58:00 UTC,700,2.1,225.0,22.0,79.0,,,,
2025-12-19 17:51:00 UTC,800,2.1,225.0,22.0,88.0,,,,
2025-12-19 17:31:00 UTC,800,2.1,225.0,22.0,89.0,,,,
2025-12-19 17:22:00 UTC,700,2.1,225.0,22.0,99.0,,,,
2025-12-19 15:26:00 UTC,800,2.3,90.0,22.0,140.0,,,,
2025-12-19 00:34:00 UTC,700,3.2,67.5,20.0,96.0,,,,
2025-12-18 22:44:00 UTC,800,6.4,0.0,22.0,118.0,,,,
2025-12-18 22:24:00 UTC,1000,6.4,180.0,22.0,123.0,,,,
2025-12-18 18:27:00 UTC,800,8.5,180.0,22.0,119.0,,,,
2025-12-18 18:13:00 UTC,1000,8.5,180.0,22.0,125.0,,,,
2025-12-18 18:01:00 UTC,500,8.5,180.0,22.0,103.0,,,,
2025-12-18 17:55:00 UTC,700,4.6,180.0,22.0,118.0,,,,
2025-12-18 17:46:00 UTC,600,4.6,180.0,22.0,110.0,,,,
2025-12-18 17:35:00 UTC,600,4.6,180.0,22.0,97.0,,,,
2025-12-18 17:29:00 UTC,300,4.6,180.0,20.0,78.0,,,,
2025-12-18 16:41:00 UTC,600,5.0,180.0,22.0,116.0,,,,
2025-12-17 23:51:00 UTC,800,7.4,135.0,22.0,114.0,,,,
2025-12-17 21:53:00 UTC,500,7.4,157.5,22.0,135.0,,,,
2025-12-17 00:31:00 UTC,500,10.6,22.5,23.0,132.0,,,,
2025-12-16 22:48:00 UTC,500,8.2,45.0,22.0,115.0,,,,
2025-12-15 21:44:00 UTC,500,9.7,0.0,22.0,110.0,,,,
2025-12-14 22:48:00 UTC,700,12.0,0.0,22.0,122.0,,,,
2025-12-14 22:42:00 UTC,500,12.0,0.0,22.0,118.0,,,,
2025-12-12 23:52:00 UTC,400,6.1,0.0,22.0,75.0,,,,
2025-12-12 23:51:00 UTC,400,6.1,0.0,21.0,67.0,,,,
2025-12-12 23:34:00 UTC,400,6.1,0.0,22.0,62.0,,,,
2025-12-12 23:28:00 UTC,500,6.1,0.0,22.0,72.0,,,,
2025-12-12 11:33:00 UTC,600,7.7,180.0,22.0,129.0,,,,
2025-12-11 22:48:00 UTC,800,5.4,157.5,22.0,155.0,,,,
2025-12-11 22:05:00 UTC,800,5.4,157.5,22.0,115.0,,,,
2025-12-11 21:24:00 UTC,500,4.2,180.0,22.0,127.0,,,,
2025-12-11 21:13:00 UTC,600,4.2,225.0,22.0,118.0,,,,
2025-12-11 14:20:00 UTC,700,1.7,225.0,22.0,152.0,,,,
2025-12-11 13:46:00 UTC,500,5.2,225.0,22.0,135.0,,,,
2025-12-11 09:44:00 UTC,600,8.7,135.0,22.0,92.0,,,,
2025-12-10 23:41:00 UTC,1100,5.4,225.0,22.0,129.0,,,,
2025-12-10 23:33:00 UTC,700,5.4,225.0,22.0,114.0,,,,
2025-12-10 23:19:00 UTC,800,5.4,225.0,22.0,116.0,,,,
2025-12-10 23:11:00 UTC,1000,5.4,225.0,22.0,125.0,,,,
2025-12-10 20:17:00 UTC,700,2.3,225.0,22.0,162.0,,,,
2025-12-10 17:53:00 UTC,500,0.5,225.0,22.0,128.0,,,,
2025-12-10 10:49:00 UTC,1000,6.6,225.0,22.0,130.0,,,,
2025-12-10 10:39:00 UTC,1000,6.6,225.0,22.0,129.0,,,,
2025-12-10 01:14:00 UTC,500,7.0,225.0,22.0,112.0,,,,
2025-12-09 21:52:00 UTC,500,2.4,270.0,22.0,107.0,,,,
2025-12-09 01:18:00 UTC,600,6.4,270.0,22.0,120.0,,,,
2025-12-08 21:50:00 UTC,1000,3.6,270.0,22.0,143.0,,,,
2025-12-08 14:24:00 UTC,1000,6.0,225.0,22.0,182.0,,,,
2025-12-08 07:22:00 UTC,1000,9.6,0.0,22.0,108.0,,,,
2025-12-08 00:22:00 UTC,900,7.5,225.0,22.0,121.0,,,,
2025-12-07 21:30:00 UTC,500,3.5,225.0,22.0,126.0,,,,
2025-12-07 15:41:00 UTC,1000,4.2,180.0,22.0,110.0,,,,
2025-12-07 14:37:00 UTC,400,6.9,180.0,22.0,95.0,,,,
2025-12-07 14:15:00 UTC,600,6.9,225.0,22.0,97.0,,,,
2025-12-07 13:39:00 UTC,700,5.5,225.0,22.0,122.0,,,,
2025-12-07 13:37:00 UTC,600,5.5,225.0,22.0,117.0,,,,
2025-12-07 13:24:00 UTC,500,5.5,225.0,22.0,115.0,,,,
2025-12-07 00:12:00 UTC,1000,4.3,225.0,22.0,156.0,,,,
2025-12-06 22:10:00 UTC,1000,1.4,202.5,22.0,153.0,,,,
2025-12-06 21:14:00 UTC,900,1.8,202.5,22.0,124.0,,,,
2025-12-05 20:47:00 UTC,700,2.4,225.0,22.0,155.0,,,,
2025-12-05 15:48:00 UTC,600,0.5,180.0,21.0,101.0,,,,
2025-12-05 15:46:00 UTC,700,0.5,180.0,22.0,110.0,,,,
2025-12-05 15:37:00 UTC,500,0.5,180.0,22.0,97.0,,,,
2025-12-05 14:30:00 UTC,500,0.4,180.0,22.0,125.0,,,,
2025-12-05 12:00:00 UTC,600,3.3,0.0,22.0,95.0,,,,
2025-12-05 11:46:00 UTC,700,1.7,0.0,22.0,118.0,,,,
2025-12-05 11:17:00 UTC,600,1.7,0.0,22.0,115.0,,,,
2025-12-05 11:09:00 UTC,600,1.7,0.0,22.0,116.0,,,,
2025-12-05 10:49:00 UTC,1000,0.9,45.0,22.0,138.0,,,,
2025-12-05 10:22:00 UTC,1000,0.9,67.5,22.0,148.0,,,,
2025-12-05 09:54:00 UTC,1000,4.9,67.5,22.0,122.0,,,,
2025-12-05 09:31:00 UTC,1000,4.9,67.5,22.0,131.0,,,,
2025-12-05 09:13:00 UTC,1000,4.9,90.0,22.0,108.0,,,,
2025-12-05 00:33:00 UTC,1000,2.6,315.0,22.0,160.0,,,,
2025-12-04 22:48:00 UTC,900,1.1,45.0,22.0,107.0,,,,
2025-12-04 22:34:00 UTC,1000,1.1,0.0,22.0,125.0,,,,
2025-12-04 22:15:00 UTC,700,1.1,45.0,22.0,87.0,,,,
2025-12-04 22:13:00 UTC,1000,1.1,45.0,22.0,110.0,,,,
2025-12-04 18:12:00 UTC,1000,2.0,0.0,22.0,113.0,,,,
2025-12-04 18:00:00 UTC,800,2.0,0.0,22.0,94.0,,,,
2025-12-04 17:43:00 UTC,1000,1.4,0.0,22.0,115.0,,,,
2025-12-04 17:38:00 UTC,700,1.4,0.0,22.0,89.0,,,,
2025-12-04 17:36:00 UTC,600,1.4,0.0,22.0,96.0,,,,
2025-12-04 15:15:00 UTC,600,1.1,0.0,22.0,107.0,,,,
2025-12-04 12:21:00 UTC,600,2.4,0.0,22.0,114.0,,,,
2025-12-03 23:38:00 UTC,1000,4.8,315.0,22.0,140.0,,,,
2025-12-03 22:50:00 UTC,400,3.1,225.0,22.0,77.0,,,,
2025-12-03 22:31:00 UTC,500,3.1,225.0,22.0,75.0,,,,
2025-12-03 22:22:00 UTC,600,3.1,225.0,22.0,89.0,,,,
2025-12-03 22:11:00 UTC,700,3.1,225.0,22.0,102.0,,,,
2025-12-02 22:55:00 UTC,1100,0.7,225.0,22.0,99.0,,,,
2025-12-02 22:49:00 UTC,700,0.7,0.0,22.0,101.0,,,,
2025-12-02 22:35:00 UTC,1000,0.7,0.0,22.0,123.0,,,,
2025-12-02 19:20:00 UTC,800,1.0,225.0,22.0,119.0,,,,
2025-12-02 19:03:00 UTC,500,1.0,225.0,22.0,89.0,,,,
2025-12-02 19:01:00 UTC,400,1.0,225.0,22.0,92.0,,,,
2025-12-02 18:52:00 UTC,600,1.1,225.0,22.0,115.0,,,,
2025-12-02 18:40:00 UTC,700,1.1,225.0,22.0,106.0,,,,
2025-12-02 18:28:00 UTC,400,1.1,225.0,21.0,79.0,,,,
2025-12-02 18:13:00 UTC,600,1.1,225.0,22.0,102.0,,,,
2025-12-02 18:07:00 UTC,500,1.1,225.0,22.0,84.0,,,,
2025-12-02 17:49:00 UTC,400,1.8,225.0,22.0,78.0,,,,
2025-12-02 17:45:00 UTC,400,1.8,225.0,22.0,75.0,,,,
2025-12-02 17:31:00 UTC,500,1.8,180.0,22.0,99.0,,,,
2025-12-02 15:40:00 UTC,700,2.8,225.0,21.0,125.0,,,,
2025-12-02 01:26:00 UTC,500,5.9,0.0,22.0,89.0,,,,
2025-12-02 00:11:00 UTC,300,4.8,225.0,21.0,88.0,,,,
2025-12-01 23:52:00 UTC,300,2.4,0.0,21.0,89.0,,,,
2025-12-01 23:41:00 UTC,400,2.4,0.0,22.0,110.0,,,,
2025-12-01 23:33:00 UTC,400,2.4,0.0,21.0,94.0,,,,
2025-12-01 23:25:00 UTC,400,2.4,0.0,21.0,99.0,,,,
2025-12-01 23:08:00 UTC,700,2.4,0.0,22.0,102.0,,,,
2025-12-01 18:48:00 UTC,1000,4.0,225.0,22.0,172.0,,,,
2025-12-01 18:21:00 UTC,700,4.0,225.0,22.0,160.0,,,,
2025-12-01 15:38:00 UTC,1000,4.3,225.0,22.0,135.0,,,,
2025-12-01 15:11:00 UTC,900,4.3,225.0,22.0,128.0,,,,
2025-12-01 13:26:00 UTC,800,5.8,225.0,21.0,114.0,,,,
2025-12-01 13:12:00 UTC,500,5.8,270.0,22.0,120.0,,,,
2025-12-01 12:37:00 UTC,800,3.0,225.0,19.0,103.0,,,,
2025-12-01 00:58:00 UTC,700,7.1,180.0,22.0,117.0,,,,
2025-12-01 00:44:00 UTC,600,7.1,180.0,22.0,115.0,,,,
2025-11-30 23:08:00 UTC,900,4.1,225.0,22.0,116.0,,,,
2025-11-30 22:58:00 UTC,700,2.8,225.0,22.0,130.0,,,,
2025-11-30 22:09:00 UTC,500,2.8,225.0,22.0,135.0,,,,
2025-11-30 16:04:00 UTC,800,1.9,225.0,22.0,120.0,,,,
2025-11-29 23:30:00 UTC,800,1.3,225.0,21.0,109.0,,,,
2025-11-29 22:30:00 UTC,700,0.9,225.0,22.0,125.0,,,,
2025-11-29 22:09:00 UTC,500,0.9,225.0,22.0,118.0,,,,
2025-11-28 22:24:00 UTC,400,2.0,180.0,22.0,99.0,,,,
2025-11-28 22:12:00 UTC,600,2.0,180.0,22.0,104.0,,,,
2025-11-28 21:58:00 UTC,900,2.2,180.0,22.0,110.0,,,,
2025-11-28 19:35:00 UTC,700,1.3,180.0,22.0,101.0,,,,
2025-11-28 19:18:00 UTC,900,1.3,180.0,22.0,122.0,,,,
2025-11-28 19:01:00 UTC,400,1.3,180.0,21.0,72.0,,,,
2025-11-28 14:19:00 UTC,500,1.2,135.0,20.0,136.0,,,,
