timestamp,volcano_filter,alert_lvl,lat,long,elevation,tinggi_letusan_m,kec_angin_km_jam,arah_angin_deg,amplitudo,max_time,jarak_km,luas_km2,sudut_deg,radius_km
2025-06-11 17:55:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,1000,3.4,180,4,124,,,,
2025-06-11 12:50:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,600,8.4,22.5,3,124,,,,
2025-06-11 02:18:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,750,7.7,67.5,3,124,,,,
2025-06-08 16:29:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,400,6.2,315,2,124,,,,
2025-06-06 05:11:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,600,9.9,22.5,4,124,,,,
2025-06-05 05:28:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,600,10.4,45,2,124,,,,
2025-05-15 22:51:00 UTC,Raung,Yellow,-8.125,1.140.419.444,3332,1250,2.9,202.5,5,124,,,,
2025-05-08 22:09:00 UTC,Raung,Yellow,-8.125,1.140.419.444,3332,1000,1.4,337.5,9,124,,,,
2025-03-12 23:59:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,1500,1,292.5,7,34,,,,
2024-12-24 02:30:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,2000,5.2,90,32,282,,,,
2024-12-15 13:03:00 UTC,Raung,Yellow,-8.125,1.140.419.444,3332,500,2.5,112.5,9,124,,,,
2021-02-13 11:06:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,12821,3,67.5,8.666.666.666.666.660,124,,,,
2021-02-10 10:47:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,16021,6.5,112.5,8.666.666.666.666.660,124,,,,
2021-02-09 23:43:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,16021,6.8,90,8.666.666.666.666.660,124,,,,
2021-02-09 16:40:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,16021,9,90,8.666.666.666.666.660,124,,,,
2021-02-09 01:14:00 UTC,Raung,Yellow,-8.125,1.140.419.444,3332,17621,0.8,90,8.666.666.666.666.660,124,,,,
2021-02-08 23:47:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,16021,5.4,90,8.666.666.666.666.660,124,,,,
2021-02-07 22:48:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,16021,5.8,112.5,8.666.666.666.666.660,124,,,,
2021-02-07 13:37:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,13461,4.7,90,8.666.666.666.666.660,124,,,,
2021-02-06 22:49:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,12821,5.4,112.5,8.666.666.666.666.660,124,,,,
2021-02-06 12:41:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,11541,2.6,90,8.666.666.666.666.660,124,,,,
2021-02-03 23:12:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,11221,3.1,90,8.666.666.666.666.660,124,,,,
2021-02-02 16:55:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,12821,7.3,90,8.666.666.666.666.660,124,,,,
2021-02-01 23:08:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,11221,3.6,90,8.666.666.666.666.660,124,,,,
2021-02-01 06:53:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,11221,10.5,90,8.666.666.666.666.660,124,,,,
2021-01-27 20:08:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,11861,11.3,292,8.666.666.666.666.660,124,,,,
2020-07-16 08:49:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,10261,2.6,0,8.666.666.666.666.660,124,,,,
2020-07-16 07:45:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,9941,3.7,0,10,56,,,,
2021-01-24 11:19:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,11221,6.5,264,8.666.666.666.666.660,124,,,,
2021-01-23 09:14:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,11541,6.6,229,8.666.666.666.666.660,124,,,,
2021-01-23 00:08:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,11221,6.1,267,8.666.666.666.666.660,124,,,,
2021-01-22 13:34:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,11221,7.2,90,8.666.666.666.666.660,124,,,,
2021-01-22 00:13:00 UTC,Raung,Orange,-8.125,1.140.419.444,3332,11221,6.1,90,8.666.666.666.666.660,124,,,,
